timestamp,source_time,site,edge_id,battery_soc_pct,battery_power_w,grid_power_w,production_power_w,consumption_power_w,is_anomaly,anomaly_type
2026-01-01T00:46:00Z,2026-07-06T05:31:59Z,Willowbrook Fabrication Shop,0,100,0,-2696,2746,50,False,
2026-01-01T00:47:00Z,2026-07-06T05:32:00Z,Willowbrook Fabrication Shop,0,100,0,-2690,2748,58,False,
2026-01-01T00:48:00Z,2026-07-06T05:32:01Z,Willowbrook Fabrication Shop,0,100,0,-2687,2750,63,False,
2026-01-01T00:49:00Z,2026-07-06T05:32:02Z,Willowbrook Fabrication Shop,0,100,0,-2669,2752,83,False,
2026-01-01T00:50:00Z,2026-07-06T05:32:03Z,Willowbrook Fabrication Shop,0,100,0,-2664,2754,90,False,
2026-01-01T00:51:00Z,2026-07-06T05:32:04Z,Willowbrook Fabrication Shop,0,100,0,-2658,2756,98,False,
2026-01-01T00:52:00Z,2026-07-06T05:32:05Z,Willowbrook Fabrication Shop,0,100,0,-2660,2758,98,False,
2026-01-01T00:53:00Z,2026-07-06T05:32:06Z,Willowbrook Fabrication Shop,0,100,0,-2665,2760,95,False,
2026-01-01T00:54:00Z,2026-07-06T05:32:07Z,Willowbrook Fabrication Shop,0,100,0,-2652,2762,110,False,
2026-01-01T00:55:00Z,2026-07-06T05:32:08Z,Willowbrook Fabrication Shop,0,100,0,-2653,2764,111,False,
2026-01-01T00:56:00Z,2026-07-06T05:32:09Z,Willowbrook Fabrication Shop,0,100,0,-2657,2766,109,False,
2026-01-01T00:57:00Z,2026-07-06T05:32:10Z,Willowbrook Fabrication Shop,0,100,0,-2626,2768,142,False,
2026-01-01T00:58:00Z,2026-07-06T05:32:11Z,Willowbrook Fabrication Shop,0,100,0,-2665,2770,105,False,
2026-01-01T00:59:00Z,2026-07-06T05:32:12Z,Willowbrook Fabrication Shop,0,100,0,-2666,2772,106,False,
2026-01-01T00:01:00Z,2026-07-06T05:31:14Z,Meridian Assembly Line,1,100,0,-8455,7968,-487,False,
2026-01-01T00:02:00Z,2026-07-06T05:31:15Z,Meridian Assembly Line,1,100,0,-8385,7974,-411,False,
2026-01-01T00:03:00Z,2026-07-06T05:31:16Z,Meridian Assembly Line,1,100,0,-8443,7980,-463,False,
2026-01-01T00:04:00Z,2026-07-06T05:31:17Z,Meridian Assembly Line,1,100,0,-8508,7986,-522,False,
2026-01-01T00:05:00Z,2026-07-06T05:31:18Z,Meridian Assembly Line,1,100,0,-8490,7992,-498,False,
2026-01-01T00:06:00Z,2026-07-06T05:31:19Z,Meridian Assembly Line,1,100,0,-9054,7998,-1056,False,
2026-01-01T00:07:00Z,2026-07-06T05:31:20Z,Meridian Assembly Line,1,100,0,-9421,8004,-1417,False,
2026-01-01T00:08:00Z,2026-07-06T05:31:21Z,Meridian Assembly Line,1,100,0,-9453,8010,-1443,False,
2026-01-01T00:09:00Z,2026-07-06T05:31:22Z,Meridian Assembly Line,1,100,0,-8862,8016,-846,False,
2026-01-01T00:10:00Z,2026-07-06T05:31:23Z,Meridian Assembly Line,1,100,0,-8570,8022,-548,False,
2026-01-01T00:11:00Z,2026-07-06T05:31:24Z,Meridian Assembly Line,1,100,0,-8545,8028,-517,False,
2026-01-01T00:12:00Z,2026-07-06T05:31:25Z,Meridian Assembly Line,1,100,0,-8583,8034,-549,False,
2026-01-01T00:13:00Z,2026-07-06T05:31:26Z,Meridian Assembly Line,1,100,0,-8560,8040,-520,False,
2026-01-01T00:14:00Z,2026-07-06T05:31:27Z,Meridian Assembly Line,1,100,0,-14095,8046,-6049,False,
2026-01-01T00:15:00Z,2026-07-06T05:31:28Z,Meridian Assembly Line,1,100,0,-14138,8052,-6086,False,
2026-01-01T00:16:00Z,2026-07-06T05:31:29Z,Meridian Assembly Line,1,100,0,-14755,8058,-6697,False,
2026-01-01T00:17:00Z,2026-07-06T05:31:30Z,Meridian Assembly Line,1,100,0,-15423,8064,-7359,False,
2026-01-01T00:18:00Z,2026-07-06T05:31:31Z,Meridian Assembly Line,1,100,0,-10652,8070,-2582,False,
2026-01-01T00:19:00Z,2026-07-06T05:31:32Z,Meridian Assembly Line,1,100,0,-9130,8076,-1054,False,
2026-01-01T00:20:00Z,2026-07-06T05:31:33Z,Meridian Assembly Line,1,100,0,-8763,8082,-681,False,
2026-01-01T00:21:00Z,2026-07-06T05:31:34Z,Meridian Assembly Line,1,100,0,-8716,8088,-628,False,
2026-01-01T00:22:00Z,2026-07-06T05:31:35Z,Meridian Assembly Line,1,100,0,-8821,8094,-727,False,
2026-01-01T00:23:00Z,2026-07-06T05:31:36Z,Meridian Assembly Line,1,100,0,-8655,8100,-555,False,
2026-01-01T00:24:00Z,2026-07-06T05:31:37Z,Meridian Assembly Line,1,100,0,-8706,8106,-600,False,
2026-01-01T00:25:00Z,2026-07-06T05:31:38Z,Meridian Assembly Line,1,100,0,-8808,8112,-696,False,
2026-01-01T00:26:00Z,2026-07-06T05:31:39Z,Meridian Assembly Line,1,100,0,-9109,8118,-991,False,
2026-01-01T00:27:00Z,2026-07-06T05:31:40Z,Meridian Assembly Line,1,100,0,-9484,8124,-1360,False,
2026-01-01T00:28:00Z,2026-07-06T05:31:41Z,Meridian Assembly Line,1,100,0,-14143,8130,-6013,False,
2026-01-01T00:29:00Z,2026-07-06T05:31:42Z,Meridian Assembly Line,1,100,0,-14566,8136,-6430,False,
2026-01-01T00:30:00Z,2026-07-06T05:31:43Z,Meridian Assembly Line,1,100,0,-14091,8142,-5949,False,
2026-01-01T00:31:00Z,2026-07-06T05:31:44Z,Meridian Assembly Line,1,100,0,-10334,8148,-2186,False,
2026-01-01T00:32:00Z,2026-07-06T05:31:45Z,Meridian Assembly Line,1,100,0,-8499,8154,-345,False,
2026-01-01T00:33:00Z,2026-07-06T05:31:46Z,Meridian Assembly Line,1,100,0,-8434,8160,-274,False,
2026-01-01T00:34:00Z,2026-07-06T05:31:47Z,Meridian Assembly Line,1,100,0,-8440,8166,-274,False,
2026-01-01T00:35:00Z,2026-07-06T05:31:48Z,Meridian Assembly Line,1,100,0,-8424,8172,-252,False,
2026-01-01T00:36:00Z,2026-07-06T05:31:49Z,Meridian Assembly Line,1,100,0,-8950,8178,-772,False,
2026-01-01T00:37:00Z,2026-07-06T05:31:50Z,Meridian Assembly Line,1,100,0,-9313,8184,-1129,False,
2026-01-01T00:38:00Z,2026-07-06T05:31:51Z,Meridian Assembly Line,1,100,0,-9286,8190,-1096,False,
2026-01-01T00:39:00Z,2026-07-06T05:31:52Z,Meridian Assembly Line,1,100,0,-8395,8196,-199,False,
2026-01-01T00:40:00Z,2026-07-06T05:31:53Z,Meridian Assembly Line,1,100,0,-8134,8202,68,False,
2026-01-01T00:41:00Z,2026-07-06T05:31:54Z,Meridian Assembly Line,1,100,0,-8120,8208,88,False,
2026-01-01T00:42:00Z,2026-07-06T05:31:55Z,Meridian Assembly Line,1,100,0,-8094,8214,120,False,
2026-01-01T00:43:00Z,2026-07-06T05:31:56Z,Meridian Assembly Line,1,100,0,-8160,8220,60,False,
2026-01-01T00:44:00Z,2026-07-06T05:31:57Z,Meridian Assembly Line,1,100,0,-8117,8226,109,False,
2026-01-01T00:45:00Z,2026-07-06T05:31:58Z,Meridian Assembly Line,1,100,0,-8112,8232,120,False,
2026-01-01T00:46:00Z,2026-07-06T05:31:59Z,Meridian Assembly Line,1,100,0,-8088,8238,150,False,
2026-01-01T00:47:00Z,2026-07-06T05:32:00Z,Meridian Assembly Line,1,100,0,-8070,8244,174,False,
2026-01-01T00:48:00Z,2026-07-06T05:32:01Z,Meridian Assembly Line,1,100,0,-8061,8250,189,False,
2026-01-01T00:49:00Z,2026-07-06T05:32:02Z,Meridian Assembly Line,1,100,0,-8007,8256,249,False,
2026-01-01T00:50:00Z,2026-07-06T05:32:03Z,Meridian Assembly Line,1,100,0,-7992,8262,270,False,
2026-01-01T00:51:00Z,2026-07-06T05:32:04Z,Meridian Assembly Line,1,100,0,-7974,8268,294,False,
2026-01-01T00:52:00Z,2026-07-06T05:32:05Z,Meridian Assembly Line,1,100,0,-7980,8274,294,False,
2026-01-01T00:53:00Z,2026-07-06T05:32:06Z,Meridian Assembly Line,1,100,0,-7995,8280,285,False,
2026-01-01T00:54:00Z,2026-07-06T05:32:07Z,Meridian Assembly Line,1,100,0,-7955,8286,331,False,
2026-01-01T00:55:00Z,2026-07-06T05:32:08Z,Meridian Assembly Line,1,100,0,-7957,8292,335,False,
2026-01-01T00:56:00Z,2026-07-06T05:32:09Z,Meridian Assembly Line,1,100,0,-7970,8298,328,False,
2026-01-01T00:57:00Z,2026-07-06T05:32:10Z,Meridian Assembly Line,1,100,0,-7878,8304,426,False,
2026-01-01T00:58:00Z,2026-07-06T05:32:11Z,Meridian Assembly Line,1,100,0,-7994,8310,316,False,
2026-01-01T00:59:00Z,2026-07-06T05:32:12Z,Meridian Assembly Line,1,100,0,-7996,8316,320,False,
2026-01-01T00:01:00Z,2026-07-06T05:31:14Z,Northgate Manufacturing Plant,2,74,-10000,-6596,15900,-696,False,
2026-01-01T00:02:00Z,2026-07-06T05:31:15Z,Northgate Manufacturing Plant,2,74,-10000,-6624,15912,-712,False,
2026-01-01T00:03:00Z,2026-07-06T05:31:16Z,Northgate Manufacturing Plant,2,74,-10000,-6633,15924,-709,False,
2026-01-01T00:04:00Z,2026-07-06T05:31:17Z,Northgate Manufacturing Plant,2,74,-10000,-6911,15936,-975,False,
2026-01-01T00:05:00Z,2026-07-06T05:31:18Z,Northgate Manufacturing Plant,2,74,-10000,-6770,15948,-822,False,
2026-01-01T00:06:00Z,2026-07-06T05:31:19Z,Northgate Manufacturing Plant,2,75,-10000,-6887,15960,-927,False,
2026-01-01T00:07:00Z,2026-07-06T05:31:20Z,Northgate Manufacturing Plant,2,75,-10000,-7017,15972,-1045,False,
2026-01-01T00:08:00Z,2026-07-06T05:31:21Z,Northgate Manufacturing Plant,2,75,-10000,-6981,15984,-997,False,
2026-01-01T00:09:00Z,2026-07-06T05:31:22Z,Northgate Manufacturing Plant,2,75,-10000,-8108,15996,-2112,False,
2026-01-01T00:10:00Z,2026-07-06T05:31:23Z,Northgate Manufacturing Plant,2,75,-10000,-8842,16008,-2834,False,
2026-01-01T00:11:00Z,2026-07-06T05:31:24Z,Northgate Manufacturing Plant,2,75,-10000,-8906,16020,-2886,False,
2026-01-01T00:12:00Z,2026-07-06T05:31:25Z,Northgate Manufacturing Plant,2,75,-10000,-7724,16032,-1692,False,
2026-01-01T00:13:00Z,2026-07-06T05:31:26Z,Northgate Manufacturing Plant,2,75,-10000,-7140,16044,-1096,False,
2026-01-01T00:14:00Z,2026-07-06T05:31:27Z,Northgate Manufacturing Plant,2,75,-10000,-7091,16056,-1035,False,
2026-01-01T00:15:00Z,2026-07-06T05:31:28Z,Northgate Manufacturing Plant,2,75,-10000,-7166,16068,-1098,False,
2026-01-01T00:16:00Z,2026-07-06T05:31:29Z,Northgate Manufacturing Plant,2,75,-10000,-7121,16080,-1041,False,
2026-01-01T00:17:00Z,2026-07-06T05:31:30Z,Northgate Manufacturing Plant,2,75,-10000,-18191,16092,-12099,False,
2026-01-01T00:18:00Z,2026-07-06T05:31:31Z,Northgate Manufacturing Plant,2,75,-10000,-18276,16104,-12172,False,
2026-01-01T00:19:00Z,2026-07-06T05:31:32Z,Northgate Manufacturing Plant,2,75,-10000,-19511,16116,-13395,False,
2026-01-01T00:20:00Z,2026-07-06T05:31:33Z,Northgate Manufacturing Plant,2,75,-10000,-20846,16128,-14718,False,
2026-01-01T00:21:00Z,2026-07-06T05:31:34Z,Northgate Manufacturing Plant,2,75,-10000,-11305,16140,-5165,False,
2026-01-01T00:22:00Z,2026-07-06T05:31:35Z,Northgate Manufacturing Plant,2,75,-10000,-8260,16152,-2108,False,
2026-01-01T00:23:00Z,2026-07-06T05:31:36Z,Northgate Manufacturing Plant,2,75,-10000,-7526,16164,-1362,False,
2026-01-01T00:24:00Z,2026-07-06T05:31:37Z,Northgate Manufacturing Plant,2,75,-10000,-7433,16176,-1257,False,
2026-01-01T00:25:00Z,2026-07-06T05:31:38Z,Northgate Manufacturing Plant,2,75,-10000,-7642,16188,-1454,False,
2026-01-01T00:26:00Z,2026-07-06T05:31:39Z,Northgate Manufacturing Plant,2,75,-10000,-7310,16200,-1110,False,
2026-01-01T00:27:00Z,2026-07-06T05:31:40Z,Northgate Manufacturing Plant,2,75,-10000,-7412,16212,-1200,False,
2026-01-01T00:28:00Z,2026-07-06T05:31:41Z,Northgate Manufacturing Plant,2,75,-10000,-7616,16224,-1392,False,
2026-01-01T00:29:00Z,2026-07-06T05:31:42Z,Northgate Manufacturing Plant,2,75,-10000,-8219,16236,-1983,False,
2026-01-01T00:30:00Z,2026-07-06T05:31:43Z,Northgate Manufacturing Plant,2,75,-10000,-8969,16248,-2721,False,
2026-01-01T00:31:00Z,2026-07-06T05:31:44Z,Northgate Manufacturing Plant,2,75,-10000,-18287,16260,-12027,False,
2026-01-01T00:32:00Z,2026-07-06T05:31:45Z,Northgate Manufacturing Plant,2,75,-10000,-19133,16272,-12861,False,
2026-01-01T00:33:00Z,2026-07-06T05:31:46Z,Northgate Manufacturing Plant,2,75,-10000,-18182,16284,-11898,False,
2026-01-01T00:34:00Z,2026-07-06T05:31:47Z,Northgate Manufacturing Plant,2,75,-10000,-10669,16296,-4373,False,
2026-01-01T00:35:00Z,2026-07-06T05:31:48Z,Northgate Manufacturing Plant,2,75,-10000,-6998,16308,-690,False,
2026-01-01T00:36:00Z,2026-07-06T05:31:49Z,Northgate Manufacturing Plant,2,75,-10000,-6868,16320,-548,False,
2026-01-01T00:37:00Z,2026-07-06T05:31:50Z,Northgate Manufacturing Plant,2,75,-10000,-6881,16332,-549,False,
2026-01-01T00:38:00Z,2026-07-06T05:31:51Z,Northgate Manufacturing Plant,2,75,-10000,-6849,16344,-505,False,
2026-01-01T00:39:00Z,2026-07-06T05:31:52Z,Northgate Manufacturing Plant,2,75,-10000,-7901,16356,-1545,False,
2026-01-01T00:40:00Z,2026-07-06T05:31:53Z,Northgate Manufacturing Plant,2,75,-10000,-8627,16368,-2259,False,
2026-01-01T00:41:00Z,2026-07-06T05:31:54Z,Northgate Manufacturing Plant,2,75,-10000,-8572,16380,-2192,False,
2026-01-01T00:42:00Z,2026-07-06T05:31:55Z,Northgate Manufacturing Plant,2,75,-10000,-6791,16392,-399,False,
2026-01-01T00:43:00Z,2026-07-06T05:31:56Z,Northgate Manufacturing Plant,2,75,-10000,-6267,16404,137,False,
2026-01-01T00:44:00Z,2026-07-06T05:31:57Z,Northgate Manufacturing Plant,2,75,-10000,-6239,16416,177,False,
2026-01-01T00:45:00Z,2026-07-06T05:31:58Z,Northgate Manufacturing Plant,2,75,-10000,-6188,16428,240,False,
2026-01-01T00:46:00Z,2026-07-06T05:31:59Z,Northgate Manufacturing Plant,2,75,-10000,-6320,16440,120,False,
2026-01-01T00:47:00Z,2026-07-06T05:32:00Z,Northgate Manufacturing Plant,2,75,-10000,-6233,16452,219,False,
2026-01-01T00:48:00Z,2026-07-06T05:32:01Z,Northgate Manufacturing Plant,2,75,-10000,-6224,16464,240,False,
2026-01-01T00:49:00Z,2026-07-06T05:32:02Z,Northgate Manufacturing Plant,2,75,-10000,-6176,16476,300,False,
2026-01-01T00:50:00Z,2026-07-06T05:32:03Z,Northgate Manufacturing Plant,2,75,-10000,-6139,16488,349,False,
2026-01-01T00:51:00Z,2026-07-06T05:32:04Z,Northgate Manufacturing Plant,2,75,-10000,-6121,16500,379,False,
2026-01-01T00:52:00Z,2026-07-06T05:32:05Z,Northgate Manufacturing Plant,2,75,-10000,-6013,16512,499,False,
2026-01-01T00:53:00Z,2026-07-06T05:32:06Z,Northgate Manufacturing Plant,2,75,-10000,-5984,16524,540,False,
2026-01-01T00:54:00Z,2026-07-06T05:32:07Z,Northgate Manufacturing Plant,2,75,-10000,-5947,16536,589,False,
2026-01-01T00:55:00Z,2026-07-06T05:32:08Z,Northgate Manufacturing Plant,2,75,-10000,-5960,16548,588,False,
2026-01-01T00:56:00Z,2026-07-06T05:32:09Z,Northgate Manufacturing Plant,2,75,-10000,-5990,16560,570,False,
2026-01-01T00:57:00Z,2026-07-06T05:32:10Z,Northgate Manufacturing Plant,2,75,-10000,-5910,16572,662,False,
2026-01-01T00:58:00Z,2026-07-06T05:32:11Z,Northgate Manufacturing Plant,2,75,-10000,-5914,16584,670,False,
2026-01-01T00:59:00Z,2026-07-06T05:32:12Z,Northgate Manufacturing Plant,2,75,-10000,-5939,16596,657,False,
2026-01-01T01:00:00Z,2026-07-06T05:32:13Z,Willowbrook Fabrication Shop,0,100,0,-2662,2774,112,False,
2026-01-01T01:01:00Z,2026-07-06T05:32:14Z,Willowbrook Fabrication Shop,0,100,0,-2656,2776,120,False,
2026-01-01T01:02:00Z,2026-07-06T05:32:15Z,Willowbrook Fabrication Shop,0,100,0,-2681,2778,97,False,
2026-01-01T01:03:00Z,2026-07-06T05:32:16Z,Willowbrook Fabrication Shop,0,100,0,-2691,2780,89,False,
2026-01-01T01:04:00Z,2026-07-06T05:32:17Z,Willowbrook Fabrication Shop,0,100,0,-2676,2782,106,False,
2026-01-01T01:05:00Z,2026-07-06T05:32:18Z,Willowbrook Fabrication Shop,0,100,0,-2698,2784,86,False,
2026-01-01T01:06:00Z,2026-07-06T05:32:19Z,Willowbrook Fabrication Shop,0,100,0,-2863,2786,-77,False,
2026-01-01T01:07:00Z,2026-07-06T05:32:20Z,Willowbrook Fabrication Shop,0,100,0,-2983,2788,-195,False,
2026-01-01T01:08:00Z,2026-07-06T05:32:21Z,Willowbrook Fabrication Shop,0,100,0,-2973,2790,-183,False,
2026-01-01T01:09:00Z,2026-07-06T05:32:22Z,Willowbrook Fabrication Shop,0,100,0,-2792,2792,0,False,
2026-01-01T01:10:00Z,2026-07-06T05:32:23Z,Willowbrook Fabrication Shop,0,100,0,-2689,2794,105,False,
2026-01-01T01:11:00Z,2026-07-06T05:32:24Z,Willowbrook Fabrication Shop,0,100,0,-2671,2796,125,False,
2026-01-01T01:12:00Z,2026-07-06T05:32:25Z,Willowbrook Fabrication Shop,0,100,0,-2708,2798,90,False,
2026-01-01T01:13:00Z,2026-07-06T05:32:26Z,Willowbrook Fabrication Shop,0,100,0,-2681,2800,119,False,
2026-01-01T01:14:00Z,2026-07-06T05:32:27Z,Willowbrook Fabrication Shop,0,100,0,-2698,2802,104,False,
2026-01-01T01:15:00Z,2026-07-06T05:32:28Z,Willowbrook Fabrication Shop,0,100,0,-2736,2804,68,False,
2026-01-01T01:16:00Z,2026-07-06T05:32:29Z,Willowbrook Fabrication Shop,0,100,0,-3059,2806,-253,False,
2026-01-01T01:17:00Z,2026-07-06T05:32:30Z,Willowbrook Fabrication Shop,0,100,0,-3150,2808,-342,False,
2026-01-01T01:18:00Z,2026-07-06T05:32:31Z,Willowbrook Fabrication Shop,0,100,0,-3179,2810,-369,False,
2026-01-01T01:19:00Z,2026-07-06T05:32:32Z,Willowbrook Fabrication Shop,0,100,0,-2966,2812,-154,False,
2026-01-01T01:20:00Z,2026-07-06T05:32:33Z,Willowbrook Fabrication Shop,0,100,0,-2838,2814,-24,False,
2026-01-01T01:21:00Z,2026-07-06T05:32:34Z,Willowbrook Fabrication Shop,0,100,0,-2846,2816,-30,False,
2026-01-01T01:22:00Z,2026-07-06T05:32:35Z,Willowbrook Fabrication Shop,0,100,0,-2878,2818,-60,False,
2026-01-01T01:23:00Z,2026-07-06T05:32:36Z,Willowbrook Fabrication Shop,0,100,0,-2875,2820,-55,False,
2026-01-01T01:24:00Z,2026-07-06T05:32:37Z,Willowbrook Fabrication Shop,0,100,0,-2852,2822,-30,False,
2026-01-01T01:25:00Z,2026-07-06T05:32:38Z,Willowbrook Fabrication Shop,0,100,0,-2814,2824,10,False,
2026-01-01T01:26:00Z,2026-07-06T05:32:39Z,Willowbrook Fabrication Shop,0,100,0,-2977,2826,-151,False,
2026-01-01T01:27:00Z,2026-07-06T05:32:40Z,Willowbrook Fabrication Shop,0,100,0,-3091,2828,-263,False,
2026-01-01T01:28:00Z,2026-07-06T05:32:41Z,Willowbrook Fabrication Shop,0,100,0,-3107,2830,-277,False,
2026-01-01T01:29:00Z,2026-07-06T05:32:42Z,Willowbrook Fabrication Shop,0,100,0,-2937,2832,-105,False,
2026-01-01T01:30:00Z,2026-07-06T05:32:43Z,Willowbrook Fabrication Shop,0,100,0,-2807,2834,27,False,
2026-01-01T01:31:00Z,2026-07-06T05:32:44Z,Willowbrook Fabrication Shop,0,100,0,-2767,2836,69,False,
2026-01-01T01:32:00Z,2026-07-06T05:32:45Z,Willowbrook Fabrication Shop,0,100,0,-2751,2838,87,False,
2026-01-01T01:33:00Z,2026-07-06T05:32:46Z,Willowbrook Fabrication Shop,0,100,0,-2718,2840,122,False,
2026-01-01T01:34:00Z,2026-07-06T05:32:47Z,Willowbrook Fabrication Shop,0,100,0,-2731,2842,111,False,
2026-01-01T01:35:00Z,2026-07-06T05:32:48Z,Willowbrook Fabrication Shop,0,100,0,-2698,2844,146,False,
2026-01-01T01:36:00Z,2026-07-06T05:32:49Z,Willowbrook Fabrication Shop,0,100,0,-2906,2846,-60,False,
2026-01-01T01:37:00Z,2026-07-06T05:32:50Z,Willowbrook Fabrication Shop,0,100,0,-2995,2873,-122,False,
2026-01-01T01:38:00Z,2026-07-06T05:32:51Z,Willowbrook Fabrication Shop,0,100,0,-3134,2953,-181,False,
2026-01-01T01:39:00Z,2026-07-06T05:32:52Z,Willowbrook Fabrication Shop,0,100,0,-3165,3086,-79,False,
2026-01-01T01:40:00Z,2026-07-06T05:32:53Z,Willowbrook Fabrication Shop,0,100,0,-3313,3218,-95,False,
2026-01-01T01:41:00Z,2026-07-06T05:32:54Z,Willowbrook Fabrication Shop,0,100,0,-3524,3333,-191,False,
